shipment_id,source_warehouse,destination_region,carrier,dispatch_date,expected_delivery_days,actual_delivery_days,delay_flag,logistics_cost
SHIP0007001,,north ,Delhivery,2022-12-27,2,,0,-100
SHIP0007002,WH02,north ,DHL,2023-03-23,2,25,0,500
SHIP0007003,WH01,,Delhivery,2022-04-08,5,1,1,500
SHIP0007004,WH02,SOUTH,Delhivery,2024-04-06,2,1,0,2000
SHIP0007005,wh-02,north ,FedEx,2022-10-08,2,3,1,
SHIP0007006,WH01,north ,DHL,2023-08-04,2,1,0,-100
SHIP0007007,wh-02,SOUTH,Delhivery,2022-03-20,5,1,1,
SHIP0007008,WH02,North,DHL,2023-05-08,2,1,,-100
SHIP0007009,wh-02,SOUTH,BlueDart,2024-05-14,5,3,,
SHIP0007010,,,BlueDart,2022-02-19,7,10,,2000
SHIP0007011,WH01,north ,Delhivery,2023-12-27,,,0,
SHIP0007012,wh-02,north ,FedEx,2024-03-01,,,1,15000
SHIP0007013,,North,FedEx,2024-11-21,,25,0,15000
SHIP0007014,wh-02,North,,2022-02-14,7,1,1,2000
SHIP0007015,,,Delhivery,2024-04-28,,10,1,
SHIP0007016,,North,Delhivery,2023-09-05,5,3,,2000
SHIP0007017,WH01,SOUTH,Delhivery,2024-03-22,2,,,
SHIP0007018,WH02,North,BlueDart,2024-05-26,,,0,-100
SHIP0007019,,SOUTH,DHL,2022-08-07,2,,1,
SHIP0007020,wh-02,north ,FedEx,2024-04-21,7,10,,2000
SHIP0007021,wh-02,SOUTH,FedEx,2022-04-12,2,1,0,-100
SHIP0007022,WH02,SOUTH,Delhivery,2022-09-19,,25,0,15000
SHIP0007023,wh-02,,DHL,2022-07-15,7,,,15000
SHIP0007024,WH01,SOUTH,Delhivery,2022-10-19,2,25,1,2000
SHIP0007025,WH02,North,FedEx,2023-02-11,7,10,,500
SHIP0007026,WH02,north ,BlueDart,2024-06-15,2,3,,500
SHIP0007027,,SOUTH,,2023-10-08,,,,2000
SHIP0007028,WH01,,Delhivery,2022-07-03,5,25,,-100
SHIP0007029,wh-02,north ,,2024-12-27,,10,1,500
SHIP0007030,WH01,SOUTH,DHL,2023-01-16,2,25,1,500
SHIP0007031,wh-02,,Delhivery,2023-05-27,5,25,0,-100
SHIP0007032,WH01,north ,DHL,2024-08-19,,25,1,500
SHIP0007033,,,BlueDart,2022-07-29,,10,1,15000
SHIP0007034,wh-02,north ,BlueDart,2024-12-16,5,3,,500
SHIP0007035,WH01,,,2024-01-28,5,25,1,
SHIP0007036,wh-02,North,BlueDart,2024-05-15,7,,1,15000
SHIP0007037,,SOUTH,BlueDart,2022-05-07,2,25,,2000
SHIP0007038,WH01,,BlueDart,2024-02-08,5,25,,500
SHIP0007039,wh-02,North,BlueDart,2024-02-25,,25,0,2000
SHIP0007040,wh-02,SOUTH,BlueDart,2023-03-07,5,10,,2000
SHIP0007041,WH01,North,DHL,2022-09-22,,1,0,-100
SHIP0007042,WH01,,FedEx,2023-02-25,2,,1,-100
SHIP0007043,WH02,,DHL,2023-01-02,,1,,
SHIP0007044,wh-02,north ,,2023-04-26,,25,1,-100
SHIP0007045,wh-02,North,FedEx,2023-12-15,5,10,,15000
SHIP0007046,WH01,,Delhivery,2024-05-20,,1,1,15000
SHIP0007047,WH02,SOUTH,FedEx,2024-07-22,7,10,,2000
SHIP0007048,WH01,north ,BlueDart,2024-05-10,5,3,1,
SHIP0007049,wh-02,,Delhivery,2023-05-17,5,3,,
SHIP0007050,,North,BlueDart,2023-08-16,5,10,,15000
SHIP0007051,,,,2023-11-07,5,25,,-100
SHIP0007052,,North,Delhivery,2022-07-18,,1,0,2000
SHIP0007053,,north ,FedEx,2023-07-09,7,,,2000
SHIP0007054,,SOUTH,Delhivery,2024-03-02,5,,,15000
SHIP0007055,,SOUTH,DHL,2024-03-19,2,3,,2000
SHIP0007056,wh-02,,BlueDart,2024-11-10,,3,,-100
SHIP0007057,wh-02,north ,FedEx,2022-03-24,7,,1,500
SHIP0007058,WH01,SOUTH,FedEx,2024-06-10,5,,1,500
SHIP0007059,wh-02,north ,FedEx,2023-09-12,,1,1,2000
SHIP0007060,WH01,SOUTH,DHL,2022-07-23,,1,0,
SHIP0007061,wh-02,,,2023-02-22,5,1,0,2000
SHIP0007062,WH02,North,BlueDart,2022-11-04,5,10,,500
SHIP0007063,wh-02,SOUTH,FedEx,2024-12-13,,25,0,500
SHIP0007064,WH01,SOUTH,DHL,2023-05-28,7,1,,-100
SHIP0007065,,,Delhivery,2023-04-06,2,3,0,500
SHIP0007066,WH02,North,BlueDart,2023-08-05,7,3,,
SHIP0007067,WH02,north ,DHL,2023-04-01,5,3,0,15000
SHIP0007068,wh-02,North,DHL,2023-03-12,,1,1,
SHIP0007069,,SOUTH,DHL,2023-08-02,5,3,0,500
SHIP0007070,WH01,North,FedEx,2024-05-24,,,1,15000
SHIP0007071,WH02,,Delhivery,2022-06-12,5,,1,500
SHIP0007072,WH01,North,FedEx,2023-07-08,5,1,0,500
SHIP0007073,WH02,North,Delhivery,2024-09-02,,25,1,
SHIP0007074,,north ,Delhivery,2022-08-16,,3,0,15000
SHIP0007075,wh-02,,Delhivery,2024-05-18,5,1,0,500
SHIP0007076,WH02,north ,Delhivery,2023-01-28,5,1,1,-100
SHIP0007077,,,BlueDart,2023-10-10,2,25,,15000
SHIP0007078,wh-02,,DHL,2023-07-15,,25,0,15000
SHIP0007079,WH02,north ,BlueDart,2023-09-08,2,1,1,2000
SHIP0007080,WH01,,,2024-10-05,2,25,,-100
SHIP0007081,wh-02,North,FedEx,2023-07-23,,25,,15000
SHIP0007082,WH02,North,,2024-11-20,2,25,1,500
SHIP0007083,wh-02,,Delhivery,2023-01-04,2,3,0,-100
SHIP0007084,,SOUTH,,2022-12-07,2,,,-100
SHIP0007085,wh-02,,DHL,2022-01-08,,25,1,
SHIP0007086,wh-02,North,,2022-02-21,2,3,,
SHIP0007087,,north ,Delhivery,2023-06-21,,1,1,
SHIP0007088,,North,DHL,2023-12-10,7,3,0,
SHIP0007089,WH02,SOUTH,,2023-03-09,5,,1,-100
SHIP0007090,WH02,North,Delhivery,2024-07-01,2,,0,2000
SHIP0007091,WH02,SOUTH,BlueDart,2024-02-04,,,0,-100
SHIP0007092,WH01,north ,Delhivery,2022-02-14,2,,,500
SHIP0007093,,north ,DHL,2023-01-23,5,,0,-100
SHIP0007094,,north ,BlueDart,2022-04-25,2,25,,500
SHIP0007095,WH01,north ,FedEx,2022-09-28,5,,,2000
SHIP0007096,,SOUTH,,2023-08-06,,,,2000
SHIP0007097,wh-02,north ,Delhivery,2022-03-07,2,25,,500
SHIP0007098,wh-02,SOUTH,,2022-03-14,7,,,-100
SHIP0007099,,SOUTH,DHL,2024-05-27,2,1,0,2000
SHIP0007100,WH01,,Delhivery,2023-03-23,7,1,,-100
SHIP0007101,,,FedEx,2023-03-12,5,3,,
SHIP0007102,wh-02,SOUTH,FedEx,2024-08-23,,,1,500
SHIP0007103,wh-02,North,Delhivery,2024-09-02,7,3,1,500
SHIP0007104,WH01,SOUTH,BlueDart,2023-05-12,,1,,15000
SHIP0007105,,SOUTH,,2023-06-07,7,1,,-100
SHIP0007106,WH02,north ,,2024-02-15,7,,,
SHIP0007107,WH02,,Delhivery,2022-10-12,7,10,,500
SHIP0007108,wh-02,SOUTH,FedEx,2023-05-07,,25,0,500
SHIP0007109,wh-02,SOUTH,Delhivery,2023-06-09,7,3,0,500
SHIP0007110,WH01,SOUTH,DHL,2023-02-13,2,,,15000
SHIP0007111,,SOUTH,Delhivery,2024-12-07,7,,0,2000
SHIP0007112,,,Delhivery,2024-10-26,,3,1,-100
SHIP0007113,wh-02,SOUTH,,2023-11-13,2,,1,500
SHIP0007114,WH02,,Delhivery,2024-12-26,2,25,1,
SHIP0007115,WH01,,BlueDart,2024-08-09,7,1,1,2000
SHIP0007116,,north ,,2022-05-30,,,0,15000
SHIP0007117,wh-02,north ,BlueDart,2024-10-24,5,10,1,-100
SHIP0007118,WH01,North,FedEx,2024-05-26,7,25,1,15000
SHIP0007119,WH01,SOUTH,DHL,2022-03-29,5,3,,
SHIP0007120,WH02,north ,DHL,2023-12-02,5,10,,15000
SHIP0007121,WH02,SOUTH,DHL,2022-11-21,,10,,2000
SHIP0007122,WH01,North,BlueDart,2024-06-10,7,10,,2000
SHIP0007123,wh-02,,Delhivery,2023-02-01,7,1,1,15000
SHIP0007124,WH02,north ,BlueDart,2024-12-13,5,1,,2000
SHIP0007125,wh-02,SOUTH,,2022-01-25,5,10,,500
SHIP0007126,WH01,SOUTH,,2022-06-05,5,1,1,
SHIP0007127,wh-02,SOUTH,Delhivery,2022-11-03,2,1,0,2000
SHIP0007128,wh-02,SOUTH,Delhivery,2022-03-24,,1,1,15000
SHIP0007129,wh-02,North,,2024-12-28,5,1,0,500
SHIP0007130,wh-02,North,,2022-12-09,,1,0,2000
SHIP0007131,WH01,,Delhivery,2024-03-11,,25,,-100
SHIP0007132,WH01,,,2023-03-30,2,25,1,500
SHIP0007133,WH01,north ,BlueDart,2023-08-15,2,,0,
SHIP0007134,wh-02,north ,Delhivery,2022-01-02,2,,0,2000
SHIP0007135,wh-02,SOUTH,FedEx,2022-08-23,5,10,0,-100
SHIP0007136,,,FedEx,2023-10-09,5,3,0,
SHIP0007137,WH01,north ,BlueDart,2024-03-17,2,1,1,15000
SHIP0007138,WH02,,Delhivery,2024-10-08,5,10,,2000
SHIP0007139,wh-02,SOUTH,DHL,2024-12-06,,3,1,
SHIP0007140,WH01,North,FedEx,2024-11-25,,1,0,2000
SHIP0007141,,,BlueDart,2022-04-09,7,10,0,2000
SHIP0007142,WH01,North,DHL,2022-01-19,,,,
SHIP0007143,,SOUTH,,2024-12-13,,25,0,15000
SHIP0007144,WH01,north ,,2024-06-28,,3,0,
SHIP0007145,,North,BlueDart,2022-05-25,5,3,1,-100
SHIP0007146,wh-02,north ,BlueDart,2022-07-10,2,,0,-100
SHIP0007147,WH01,north ,,2024-09-16,5,3,1,-100
SHIP0007148,WH01,,,2024-09-06,7,10,1,15000
SHIP0007149,WH02,North,,2024-02-06,5,,1,
SHIP0007150,WH01,North,DHL,2023-09-25,2,10,1,-100
SHIP0007151,,north ,BlueDart,2023-11-15,2,3,1,
SHIP0007152,WH01,SOUTH,,2023-10-19,2,,,2000
SHIP0007153,,SOUTH,FedEx,2023-02-01,,1,,2000
SHIP0007154,,North,FedEx,2023-02-17,5,25,,2000
SHIP0007155,WH01,SOUTH,Delhivery,2024-07-19,2,1,0,-100
SHIP0007156,wh-02,North,BlueDart,2023-11-23,5,25,0,
SHIP0007157,wh-02,North,BlueDart,2024-07-20,,1,,-100
SHIP0007158,WH02,north ,DHL,2024-04-30,2,,0,
SHIP0007159,WH02,,BlueDart,2022-12-24,,1,1,
SHIP0007160,WH01,,BlueDart,2022-06-29,2,,1,
SHIP0007161,wh-02,north ,FedEx,2023-09-10,2,1,0,500
SHIP0007162,wh-02,SOUTH,BlueDart,2023-03-07,,10,1,2000
SHIP0007163,WH02,North,,2024-08-06,5,25,0,
SHIP0007164,WH01,,BlueDart,2023-12-01,,1,,
SHIP0007165,WH02,north ,Delhivery,2024-10-09,2,25,,
SHIP0007166,WH02,north ,,2022-09-09,2,3,0,15000
SHIP0007167,WH01,SOUTH,DHL,2022-01-07,7,,1,2000
SHIP0007168,WH01,,FedEx,2022-09-20,,3,,500
SHIP0007169,WH01,,,2022-05-14,7,25,1,500
SHIP0007170,wh-02,North,Delhivery,2024-06-14,7,,1,15000
SHIP0007171,wh-02,North,,2024-08-30,7,3,,2000
SHIP0007172,WH01,,Delhivery,2022-12-14,7,,0,-100
SHIP0007173,wh-02,,DHL,2024-04-01,7,1,,2000
SHIP0007174,,North,FedEx,2022-09-16,7,10,0,2000
SHIP0007175,WH01,North,BlueDart,2023-11-20,7,1,0,2000
SHIP0007176,WH01,north ,,2023-12-27,2,10,,500
SHIP0007177,WH01,north ,FedEx,2024-04-23,5,1,1,15000
SHIP0007178,wh-02,north ,Delhivery,2024-05-11,5,10,0,2000
SHIP0007179,WH02,North,FedEx,2024-06-24,2,10,1,-100
SHIP0007180,,North,BlueDart,2022-07-29,,3,,
SHIP0007181,WH01,north ,BlueDart,2022-03-31,5,3,,500
SHIP0007182,WH02,SOUTH,,2022-03-16,2,10,,-100
SHIP0007183,wh-02,,FedEx,2022-09-07,5,25,0,500
SHIP0007184,WH02,North,BlueDart,2023-01-28,2,3,0,500
SHIP0007185,WH01,SOUTH,DHL,2022-06-22,7,1,,
SHIP0007186,,north ,FedEx,2024-07-15,2,3,,
SHIP0007187,WH02,SOUTH,,2022-05-02,2,3,1,2000
SHIP0007188,WH02,SOUTH,DHL,2022-03-31,,3,1,
SHIP0007189,WH02,north ,BlueDart,2023-06-26,7,3,0,2000
SHIP0007190,,North,BlueDart,2023-10-16,5,25,0,
SHIP0007191,WH01,SOUTH,,2022-11-09,7,1,1,2000
SHIP0007192,WH01,north ,BlueDart,2023-07-30,7,3,0,15000
SHIP0007193,,north ,,2022-02-02,2,,1,2000
SHIP0007194,wh-02,,BlueDart,2023-04-16,7,10,,15000
SHIP0007195,WH02,SOUTH,Delhivery,2022-11-27,7,,,-100
SHIP0007196,wh-02,SOUTH,DHL,2022-06-26,,1,,2000
SHIP0007197,WH02,SOUTH,FedEx,2022-09-15,2,1,1,2000
SHIP0007198,wh-02,SOUTH,,2022-01-12,2,10,0,15000
SHIP0007199,WH01,North,FedEx,2024-12-28,2,25,1,500
SHIP0007200,WH01,north ,BlueDart,2023-01-06,2,,1,15000
SHIP0007201,WH01,,BlueDart,2023-03-22,7,1,1,2000
SHIP0007202,,North,FedEx,2023-12-18,5,10,0,15000
SHIP0007203,WH01,north ,BlueDart,2024-07-07,5,10,0,2000
SHIP0007204,wh-02,north ,FedEx,2022-12-17,7,3,,500
SHIP0007205,WH02,SOUTH,Delhivery,2024-09-10,7,1,1,-100
SHIP0007206,WH01,,DHL,2024-05-11,7,,0,-100
SHIP0007207,wh-02,,FedEx,2022-05-01,7,3,1,500
SHIP0007208,WH01,north ,DHL,2024-11-19,2,3,1,500
SHIP0007209,,north ,,2023-05-25,7,10,,
SHIP0007210,WH01,north ,Delhivery,2023-05-29,,3,0,
SHIP0007211,,North,BlueDart,2022-02-28,,3,1,2000
SHIP0007212,WH02,SOUTH,Delhivery,2024-07-14,7,,0,15000
SHIP0007213,WH01,SOUTH,DHL,2024-04-04,7,3,1,2000
SHIP0007214,WH02,north ,Delhivery,2024-04-02,5,10,0,-100
SHIP0007215,wh-02,,Delhivery,2024-08-07,7,1,1,2000
SHIP0007216,wh-02,SOUTH,BlueDart,2022-10-16,7,25,1,-100
SHIP0007217,,North,,2023-10-06,,1,0,15000
SHIP0007218,WH02,SOUTH,BlueDart,2023-02-18,2,1,0,-100
SHIP0007219,,SOUTH,FedEx,2024-06-26,,3,0,15000
SHIP0007220,wh-02,SOUTH,DHL,2023-03-15,5,1,1,-100
SHIP0007221,WH02,,Delhivery,2023-10-14,5,,0,15000
SHIP0007222,wh-02,North,Delhivery,2022-09-18,2,1,1,-100
SHIP0007223,WH02,north ,Delhivery,2023-03-01,2,3,,15000
SHIP0007224,WH01,SOUTH,FedEx,2022-03-09,,,0,-100
SHIP0007225,WH02,,BlueDart,2024-09-19,7,25,1,15000
SHIP0007226,,North,BlueDart,2024-09-07,,10,,
SHIP0007227,wh-02,SOUTH,BlueDart,2024-06-18,,1,1,-100
SHIP0007228,WH01,,,2023-04-06,5,3,1,
SHIP0007229,,,Delhivery,2022-12-11,,25,1,500
SHIP0007230,wh-02,SOUTH,FedEx,2022-03-12,5,,0,2000
SHIP0007231,WH02,North,FedEx,2024-03-25,,25,,
SHIP0007232,WH02,SOUTH,FedEx,2022-10-13,2,25,0,-100
SHIP0007233,wh-02,North,DHL,2022-04-24,7,1,,
SHIP0007234,WH01,north ,,2024-07-16,,,,-100
SHIP0007235,WH01,North,BlueDart,2024-11-15,2,,,2000
SHIP0007236,WH01,North,Delhivery,2022-04-20,,1,,-100
SHIP0007237,WH02,,DHL,2024-10-11,2,3,,500
SHIP0007238,wh-02,north ,,2024-09-28,7,3,1,
SHIP0007239,,north ,DHL,2023-08-02,5,,,2000
SHIP0007240,WH01,SOUTH,Delhivery,2024-12-12,7,25,0,15000
SHIP0007241,wh-02,north ,,2023-12-04,,,0,500
SHIP0007242,WH02,North,DHL,2023-06-11,7,3,0,-100
SHIP0007243,,,,2023-08-18,,3,1,2000
SHIP0007244,WH01,north ,FedEx,2022-03-13,5,1,1,
SHIP0007245,WH02,North,FedEx,2023-03-04,,3,1,500
SHIP0007246,wh-02,north ,BlueDart,2023-11-17,2,25,0,
SHIP0007247,WH02,SOUTH,Delhivery,2023-04-17,,1,1,500
SHIP0007248,wh-02,SOUTH,BlueDart,2023-12-25,5,10,1,15000
SHIP0007249,,,BlueDart,2023-02-24,5,,1,-100
SHIP0007250,,SOUTH,FedEx,2022-04-01,7,10,,-100
SHIP0007251,wh-02,north ,BlueDart,2022-12-30,5,3,0,-100
SHIP0007252,,North,Delhivery,2024-12-09,,3,0,500
SHIP0007253,wh-02,North,FedEx,2022-05-14,7,,,2000
SHIP0007254,WH02,SOUTH,DHL,2024-09-30,7,25,,500
SHIP0007255,,SOUTH,DHL,2023-11-21,2,3,1,15000
SHIP0007256,,North,DHL,2022-08-31,5,,1,500
SHIP0007257,,north ,FedEx,2023-04-05,2,10,1,2000
SHIP0007258,,North,FedEx,2024-07-08,,25,0,2000
SHIP0007259,WH01,north ,FedEx,2024-02-22,,25,0,2000
SHIP0007260,WH02,SOUTH,Delhivery,2022-02-03,,3,0,-100
SHIP0007261,WH02,North,FedEx,2024-06-02,7,3,1,15000
SHIP0007262,WH02,SOUTH,DHL,2024-01-23,7,3,0,-100
SHIP0007263,,north ,FedEx,2022-06-22,2,1,,500
SHIP0007264,WH01,SOUTH,,2023-04-13,,3,1,
SHIP0007265,WH01,,DHL,2022-10-10,2,3,,
SHIP0007266,,,,2022-04-24,5,25,0,2000
SHIP0007267,wh-02,north ,Delhivery,2024-09-15,2,,0,500
SHIP0007268,WH02,SOUTH,DHL,2022-08-02,7,25,0,15000
SHIP0007269,WH02,north ,FedEx,2024-12-18,,10,,-100
SHIP0007270,WH01,,,2024-08-21,2,10,1,2000
SHIP0007271,WH02,,DHL,2022-05-08,2,1,0,15000
SHIP0007272,,SOUTH,Delhivery,2024-12-02,5,3,1,
SHIP0007273,WH02,North,FedEx,2022-02-10,2,10,,-100
SHIP0007274,WH01,north ,Delhivery,2022-06-06,2,25,1,15000
SHIP0007275,wh-02,,Delhivery,2024-01-11,,1,1,15000
SHIP0007276,WH01,SOUTH,FedEx,2024-01-11,7,3,1,-100
SHIP0007277,,SOUTH,FedEx,2022-05-30,7,1,1,2000
SHIP0007278,WH01,,FedEx,2022-01-11,5,1,0,500
SHIP0007279,WH01,,DHL,2022-03-02,2,25,0,-100
SHIP0007280,WH01,SOUTH,,2023-05-12,5,10,1,500
SHIP0007281,WH01,,DHL,2023-08-27,,,1,
SHIP0007282,,SOUTH,Delhivery,2023-01-16,,10,1,-100
SHIP0007283,,,DHL,2024-05-13,2,,0,500
SHIP0007284,wh-02,,FedEx,2022-03-12,7,25,1,2000
SHIP0007285,,North,BlueDart,2023-03-21,,,1,15000
SHIP0007286,WH01,SOUTH,BlueDart,2024-12-18,7,10,1,15000
SHIP0007287,wh-02,North,,2024-08-19,,10,,15000
SHIP0007288,WH02,SOUTH,Delhivery,2022-07-10,5,10,,-100
SHIP0007289,WH01,North,FedEx,2023-09-06,,10,0,15000
SHIP0007290,WH01,North,DHL,2024-05-12,2,25,0,-100
SHIP0007291,WH02,,FedEx,2023-05-16,2,1,,15000
SHIP0007292,,north ,Delhivery,2022-07-31,2,3,,
SHIP0007293,wh-02,,,2023-08-23,5,25,0,15000
SHIP0007294,,SOUTH,Delhivery,2023-10-09,2,25,,2000
SHIP0007295,WH02,SOUTH,Delhivery,2022-11-29,,10,,2000
SHIP0007296,WH01,North,BlueDart,2022-01-13,7,1,1,-100
SHIP0007297,WH02,,DHL,2023-05-31,7,3,0,-100
SHIP0007298,,North,DHL,2022-08-31,,25,1,-100
SHIP0007299,wh-02,,,2024-03-04,5,,0,500
SHIP0007300,WH02,north ,Delhivery,2022-11-17,5,1,0,15000
SHIP0007301,WH02,,DHL,2022-03-04,2,10,,2000
SHIP0007302,WH02,north ,FedEx,2022-03-21,2,25,,15000
SHIP0007303,WH02,north ,Delhivery,2022-06-02,7,3,,
SHIP0007304,WH01,,FedEx,2022-02-03,2,1,1,2000
SHIP0007305,WH01,,BlueDart,2023-03-25,5,,1,500
SHIP0007306,wh-02,North,DHL,2024-09-06,5,10,1,
SHIP0007307,,north ,,2022-06-09,,3,,2000
SHIP0007308,wh-02,,Delhivery,2024-03-31,2,25,1,2000
SHIP0007309,WH01,,FedEx,2022-12-10,,1,1,500
SHIP0007310,WH02,North,BlueDart,2022-02-05,7,,0,
SHIP0007311,wh-02,north ,Delhivery,2024-09-15,2,,,-100
SHIP0007312,WH02,north ,BlueDart,2022-12-24,,10,0,15000
SHIP0007313,WH01,,BlueDart,2022-08-07,2,10,1,2000
SHIP0007314,wh-02,,FedEx,2024-03-06,2,,,2000
SHIP0007315,WH01,North,DHL,2022-03-24,2,10,1,2000
SHIP0007316,,SOUTH,,2023-03-18,2,10,,2000
SHIP0007317,wh-02,,BlueDart,2024-04-23,,10,1,-100
SHIP0007318,WH02,North,,2022-02-07,,25,,-100
SHIP0007319,WH02,North,,2023-10-04,2,10,1,500
SHIP0007320,WH02,North,Delhivery,2022-01-06,2,1,,2000
SHIP0007321,WH02,North,,2022-07-20,2,10,1,
SHIP0007322,WH02,,DHL,2023-08-26,5,10,,2000
SHIP0007323,,SOUTH,BlueDart,2022-07-18,7,,1,2000
SHIP0007324,,,BlueDart,2024-04-08,5,10,0,500
SHIP0007325,wh-02,north ,DHL,2024-08-08,7,10,1,-100
SHIP0007326,WH01,north ,Delhivery,2022-04-07,2,,,15000
SHIP0007327,WH02,north ,FedEx,2023-06-29,,3,1,
SHIP0007328,WH02,,FedEx,2022-10-08,,10,1,500
SHIP0007329,WH01,,BlueDart,2022-03-26,5,3,0,15000
SHIP0007330,wh-02,,FedEx,2023-10-31,7,25,,500
SHIP0007331,,North,FedEx,2022-02-27,2,10,0,-100
SHIP0007332,WH02,north ,FedEx,2023-05-01,7,25,1,500
SHIP0007333,WH01,,DHL,2024-08-09,7,10,0,2000
SHIP0007334,WH01,north ,BlueDart,2023-02-25,7,10,1,
SHIP0007335,wh-02,SOUTH,,2022-03-13,2,,0,500
SHIP0007336,wh-02,SOUTH,,2024-10-10,2,3,0,500
SHIP0007337,WH01,SOUTH,BlueDart,2022-01-16,2,1,1,-100
SHIP0007338,,SOUTH,FedEx,2022-04-28,7,3,1,2000
SHIP0007339,WH02,North,,2024-04-14,7,25,1,2000
SHIP0007340,wh-02,SOUTH,Delhivery,2024-07-02,5,3,1,15000
SHIP0007341,WH02,north ,Delhivery,2024-05-25,5,25,,15000
SHIP0007342,WH02,SOUTH,FedEx,2023-07-01,,25,1,2000
SHIP0007343,WH01,north ,DHL,2022-01-22,,3,0,
SHIP0007344,WH02,SOUTH,BlueDart,2022-05-16,,10,1,500
SHIP0007345,,North,Delhivery,2023-12-02,5,,,15000
SHIP0007346,,SOUTH,FedEx,2022-11-19,7,1,1,
SHIP0007347,WH02,,,2023-04-28,7,1,0,2000
SHIP0007348,WH01,SOUTH,DHL,2022-07-26,5,3,,
SHIP0007349,WH02,SOUTH,Delhivery,2023-07-15,5,10,0,15000
SHIP0007350,WH02,SOUTH,FedEx,2024-06-26,5,1,1,
SHIP0007351,WH01,North,,2023-01-30,5,10,1,2000
SHIP0007352,WH01,north ,BlueDart,2022-07-27,,3,0,500
SHIP0007353,WH01,north ,BlueDart,2023-01-21,,25,1,500
SHIP0007354,,North,FedEx,2024-07-21,7,3,0,2000
SHIP0007355,wh-02,North,FedEx,2024-03-22,2,,,-100
SHIP0007356,WH01,,BlueDart,2022-07-29,,25,0,-100
SHIP0007357,WH01,SOUTH,FedEx,2022-03-24,2,25,,500
SHIP0007358,WH02,North,BlueDart,2024-11-29,,10,1,
SHIP0007359,,,FedEx,2022-05-03,,25,,
SHIP0007360,wh-02,North,,2022-01-22,2,1,1,2000
SHIP0007361,wh-02,SOUTH,FedEx,2022-07-15,5,,1,15000
SHIP0007362,,north ,FedEx,2022-03-13,2,25,1,2000
SHIP0007363,WH01,North,BlueDart,2024-05-17,2,,,2000
SHIP0007364,WH01,,FedEx,2022-05-16,5,10,,15000
SHIP0007365,wh-02,SOUTH,,2022-09-15,,25,1,15000
SHIP0007366,WH01,SOUTH,DHL,2023-03-27,2,3,,500
SHIP0007367,wh-02,,Delhivery,2023-05-10,5,,0,500
SHIP0007368,WH01,,DHL,2022-09-30,7,3,1,500
SHIP0007369,WH02,north ,BlueDart,2022-07-28,,,,
SHIP0007370,WH01,SOUTH,,2022-09-22,2,1,,15000
SHIP0007371,,North,Delhivery,2023-06-01,5,,0,500
SHIP0007372,wh-02,north ,Delhivery,2022-09-15,7,3,1,2000
SHIP0007373,WH02,,FedEx,2023-09-19,7,3,,
SHIP0007374,,North,DHL,2024-12-31,7,10,0,15000
SHIP0007375,,,,2022-12-24,5,10,0,-100
SHIP0007376,,,DHL,2023-04-10,7,3,1,15000
SHIP0007377,,north ,DHL,2024-09-14,7,,,-100
SHIP0007378,wh-02,,,2022-03-07,7,,,
SHIP0007379,WH02,SOUTH,BlueDart,2024-07-14,7,3,0,15000
SHIP0007380,,North,DHL,2024-08-31,2,3,1,2000
SHIP0007381,WH02,north ,FedEx,2022-11-07,7,1,,-100
SHIP0007382,WH02,SOUTH,FedEx,2022-05-14,5,1,1,500
SHIP0007383,WH02,North,Delhivery,2024-11-06,,25,1,-100
SHIP0007384,WH02,north ,DHL,2023-07-23,7,,0,2000
SHIP0007385,WH02,,BlueDart,2022-02-14,7,10,1,15000
SHIP0007386,WH01,SOUTH,DHL,2022-12-20,2,3,0,-100
SHIP0007387,WH02,North,DHL,2023-04-13,,,0,500
SHIP0007388,WH02,,Delhivery,2022-01-19,2,10,1,500
SHIP0007389,WH02,North,FedEx,2023-09-30,2,,0,-100
SHIP0007390,WH02,North,DHL,2024-05-18,5,3,0,
SHIP0007391,wh-02,SOUTH,Delhivery,2024-01-22,7,25,1,
SHIP0007392,WH02,North,,2024-03-13,5,1,1,-100
SHIP0007393,WH01,North,DHL,2024-05-11,2,10,1,-100
SHIP0007394,WH01,North,,2024-04-24,,1,0,15000
SHIP0007395,,north ,DHL,2023-10-23,,10,1,2000
SHIP0007396,,north ,FedEx,2023-06-25,2,3,,500
SHIP0007397,wh-02,North,BlueDart,2023-09-14,5,,0,-100
SHIP0007398,WH01,north ,BlueDart,2024-07-15,5,,,500
SHIP0007399,wh-02,north ,,2024-04-22,7,10,0,
SHIP0007400,WH02,SOUTH,Delhivery,2023-07-31,2,1,0,2000
SHIP0007401,WH01,SOUTH,DHL,2022-01-30,,10,0,2000
SHIP0007402,WH01,North,Delhivery,2022-10-05,5,,,-100
SHIP0007403,wh-02,north ,BlueDart,2023-10-10,2,25,,
SHIP0007404,WH01,,BlueDart,2022-09-11,,25,,500
SHIP0007405,,north ,FedEx,2022-03-09,,10,,500
SHIP0007406,WH01,SOUTH,Delhivery,2022-01-03,,1,0,
SHIP0007407,,north ,Delhivery,2024-12-25,,10,0,
SHIP0007408,WH02,SOUTH,BlueDart,2022-04-23,7,3,,2000
SHIP0007409,WH02,north ,,2023-07-31,5,,1,2000
SHIP0007410,,North,DHL,2024-02-08,2,1,,-100
SHIP0007411,WH02,north ,Delhivery,2024-08-12,5,,,500
